age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55.0,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,7.0,aug,353.0,2.0,-1.0,0.0,unknown,yes
71.0,retired,married,primary,no,2600.0,no,no,cellular,7.0,aug,212.0,1.0,-1.0,0.0,unknown,yes
41.0,management,married,tertiary,no,2226.0,no,no,cellular,7.0,,182.0,2.0,99.0,1.0,failure,yes
23.0,student,single,secondary,no,0.0,no,no,cellular,7.0,aug,217.0,1.0,99.0,7.0,success,yes
60.0,management,single,tertiary,no,1034.0,yes,no,cellular,7.0,aug,231.0,3.0,-1.0,0.0,unknown,yes
56.0,management,divorced,tertiary,no,66721.0,no,no,cellular,8.0,aug,442.0,2.0,-1.0,0.0,unknown,no
42.0,entrepreneur,married,tertiary,no,42045.0,no,no,cellular,8.0,aug,205.0,2.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,19348.0,yes,no,cellular,8.0,aug,316.0,2.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,primary,no,7982.0,no,no,cellular,8.0,aug,263.0,5.0,-1.0,0.0,unknown,no
43.0,self-employed,married,primary,no,9304.0,no,no,cellular,8.0,aug,362.0,4.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,9506.0,no,no,cellular,8.0,aug,321.0,2.0,-1.0,0.0,unknown,no
59.0,blue-collar,married,secondary,no,12928.0,no,no,cellular,8.0,aug,66.0,2.0,-1.0,0.0,unknown,no
31.0,management,married,tertiary,no,10088.0,no,no,cellular,8.0,aug,72.0,6.0,-1.0,0.0,unknown,no
38.0,management,single,tertiary,no,11971.0,yes,no,cellular,8.0,aug,327.0,3.0,-1.0,0.0,unknown,no
40.0,technician,married,secondary,no,8844.0,no,no,cellular,,aug,204.0,1.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,5581.0,no,no,cellular,8.0,aug,202.0,2.0,-1.0,0.0,unknown,no
33.0,technician,single,tertiary,no,6127.0,no,no,cellular,8.0,aug,127.0,3.0,-1.0,0.0,unknown,no
33.0,technician,single,secondary,no,5833.0,yes,no,cellular,8.0,aug,93.0,2.0,-1.0,0.0,unknown,no
40.0,technician,single,secondary,no,8259.0,no,no,cellular,8.0,aug,254.0,4.0,-1.0,0.0,unknown,no
57.0,admin.,married,secondary,no,3242.0,no,no,cellular,8.0,aug,521.0,4.0,-1.0,0.0,unknown,no
51.0,technician,divorced,tertiary,no,4596.0,no,no,cellular,8.0,aug,334.0,5.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,5016.0,no,no,cellular,8.0,aug,119.0,1.0,-1.0,0.0,unknown,no
45.0,management,married,tertiary,no,5450.0,no,no,cellular,8.0,aug,188.0,2.0,-1.0,0.0,unknown,no
32.0,technician,married,tertiary,no,3939.0,no,no,cellular,8.0,aug,209.0,2.0,-1.0,0.0,unknown,no
41.0,technician,married,tertiary,no,6961.0,no,no,cellular,8.0,aug,235.0,2.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,5266.0,no,no,cellular,8.0,aug,140.0,4.0,-1.0,0.0,unknown,no
48.0,management,married,secondary,no,4415.0,yes,no,cellular,8.0,aug,148.0,6.0,-1.0,0.0,unknown,no
50.0,management,married,secondary,no,3002.0,no,no,cellular,8.0,aug,125.0,2.0,-1.0,0.0,unknown,no
43.0,management,married,tertiary,no,2759.0,yes,yes,cellular,8.0,aug,329.0,2.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,3161.0,no,no,cellular,8.0,aug,433.0,2.0,-1.0,0.0,unknown,no
34.0,management,single,tertiary,no,2093.0,no,no,cellular,8.0,aug,371.0,6.0,-1.0,0.0,unknown,no
43.0,self-employed,married,tertiary,no,3003.0,no,no,cellular,8.0,aug,358.0,3.0,-1.0,0.0,unknown,no
60.0,technician,single,tertiary,no,2934.0,no,no,cellular,8.0,aug,233.0,2.0,-1.0,0.0,unknown,no
45.0,technician,married,tertiary,no,3168.0,no,no,cellular,8.0,aug,109.0,2.0,-1.0,0.0,unknown,no
43.0,technician,married,tertiary,no,591.0,yes,no,cellular,8.0,aug,889.0,2.0,-1.0,0.0,unknown,no
38.0,technician,single,secondary,no,4359.0,no,no,cellular,8.0,aug,170.0,2.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,174.0,yes,yes,cellular,8.0,aug,36.0,8.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,2975.0,no,no,cellular,8.0,aug,249.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,2604.0,no,no,cellular,8.0,aug,167.0,2.0,-1.0,0.0,unknown,no
57.0,services,married,primary,no,2893.0,no,no,cellular,8.0,aug,207.0,2.0,-1.0,0.0,unknown,no
46.0,admin.,married,secondary,no,2148.0,no,no,cellular,8.0,aug,176.0,4.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,-163.0,yes,yes,cellular,8.0,aug,502.0,2.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,940.0,no,no,cellular,8.0,aug,131.0,2.0,-1.0,0.0,unknown,no
53.0,management,married,tertiary,no,2385.0,no,no,cellular,8.0,aug,498.0,8.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,942.0,no,no,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,2846.0,no,no,cellular,8.0,aug,174.0,3.0,-1.0,0.0,unknown,no
35.0,self-employed,married,,no,1987.0,no,no,cellular,8.0,aug,335.0,3.0,-1.0,0.0,unknown,no
52.0,services,married,primary,no,432.0,no,no,cellular,8.0,aug,424.0,4.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,1585.0,no,no,cellular,8.0,aug,183.0,2.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,unknown,no,1463.0,no,no,cellular,8.0,aug,163.0,2.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,1433.0,no,no,cellular,8.0,aug,170.0,3.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,1650.0,no,no,cellular,8.0,aug,885.0,5.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,187.0,no,no,cellular,8.0,aug,387.0,2.0,-1.0,0.0,unknown,no
60.0,housemaid,married,secondary,no,1361.0,no,no,cellular,8.0,aug,161.0,2.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,secondary,no,900.0,no,no,cellular,8.0,aug,117.0,2.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,1113.0,no,yes,cellular,8.0,aug,391.0,4.0,-1.0,0.0,unknown,no
31.0,technician,married,tertiary,no,1503.0,yes,yes,cellular,8.0,aug,257.0,2.0,-1.0,0.0,unknown,no
35.0,technician,married,tertiary,no,944.0,no,no,cellular,8.0,aug,351.0,2.0,-1.0,0.0,unknown,no
54.0,services,married,secondary,no,196.0,no,no,cellular,8.0,aug,604.0,4.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,449.0,no,no,cellular,8.0,aug,765.0,3.0,-1.0,0.0,unknown,no
41.0,management,single,secondary,no,800.0,no,no,cellular,8.0,aug,899.0,2.0,-1.0,0.0,unknown,no
55.0,retired,married,primary,no,1821.0,no,no,cellular,8.0,aug,224.0,2.0,-1.0,0.0,unknown,no
44.0,technician,married,tertiary,no,1707.0,no,no,cellular,8.0,aug,406.0,3.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,primary,no,1596.0,no,no,cellular,8.0,aug,417.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,no,700.0,no,no,cellular,8.0,aug,237.0,4.0,-1.0,0.0,unknown,no
57.0,management,married,tertiary,no,1171.0,no,no,cellular,8.0,aug,448.0,5.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,primary,no,233.0,no,no,cellular,8.0,aug,293.0,3.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,1352.0,no,no,cellular,8.0,aug,265.0,2.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,578.0,yes,no,cellular,8.0,aug,401.0,4.0,-1.0,0.0,unknown,no
32.0,entrepreneur,married,primary,no,795.0,no,no,cellular,8.0,aug,131.0,3.0,-1.0,0.0,unknown,no
43.0,admin.,married,secondary,no,324.0,no,no,cellular,8.0,aug,629.0,4.0,-1.0,0.0,unknown,no
54.0,technician,married,tertiary,no,98.0,no,no,cellular,8.0,aug,420.0,4.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,367.0,yes,no,cellular,8.0,aug,515.0,3.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,257.0,no,no,cellular,8.0,aug,453.0,4.0,-1.0,0.0,unknown,no
38.0,management,married,tertiary,no,1074.0,no,no,cellular,8.0,aug,153.0,8.0,-1.0,0.0,unknown,no
57.0,services,married,secondary,no,504.0,no,no,cellular,8.0,aug,177.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,530.0,yes,no,cellular,8.0,aug,94.0,2.0,-1.0,0.0,unknown,no
32.0,admin.,single,tertiary,no,298.0,no,no,cellular,8.0,aug,494.0,1.0,-1.0,0.0,unknown,no
33.0,technician,married,secondary,no,390.0,yes,no,cellular,8.0,aug,151.0,2.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,46.0,no,no,cellular,8.0,aug,404.0,4.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,370.0,yes,no,cellular,8.0,aug,155.0,2.0,-1.0,0.0,unknown,no
42.0,technician,single,secondary,no,146.0,no,no,cellular,8.0,aug,229.0,2.0,-1.0,0.0,unknown,no
33.0,technician,single,tertiary,no,340.0,no,no,cellular,8.0,aug,348.0,2.0,-1.0,0.0,unknown,no
46.0,management,married,tertiary,no,1103.0,yes,no,cellular,8.0,aug,209.0,3.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,105.0,no,no,cellular,8.0,aug,112.0,2.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,101.0,no,no,cellular,8.0,aug,472.0,2.0,-1.0,0.0,unknown,no
38.0,technician,single,secondary,no,1788.0,no,no,cellular,8.0,aug,391.0,2.0,-1.0,0.0,unknown,no
41.0,technician,single,secondary,no,43.0,no,no,cellular,8.0,aug,420.0,2.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,0.0,no,no,cellular,8.0,aug,216.0,2.0,-1.0,0.0,unknown,no
38.0,technician,married,tertiary,no,-1.0,no,no,cellular,8.0,aug,188.0,4.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,344.0,no,no,cellular,8.0,aug,179.0,3.0,-1.0,0.0,unknown,no
41.0,technician,married,tertiary,no,1517.0,no,no,cellular,8.0,aug,193.0,3.0,-1.0,0.0,unknown,yes
37.0,technician,single,secondary,no,980.0,no,no,cellular,,aug,1306.0,5.0,-1.0,0.0,unknown,yes
60.0,management,married,tertiary,no,73.0,no,no,telephone,8.0,aug,243.0,2.0,-1.0,0.0,unknown,yes
47.0,services,married,secondary,no,405.0,no,yes,cellular,8.0,aug,994.0,2.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,82.0,no,no,cellular,8.0,,507.0,4.0,-1.0,0.0,unknown,yes
47.0,blue-collar,married,secondary,no,8229.0,no,no,cellular,8.0,aug,784.0,2.0,-1.0,0.0,unknown,yes
38.0,management,married,tertiary,no,179.0,no,no,unknown,8.0,aug,317.0,4.0,-1.0,0.0,unknown,yes
33.0,management,married,tertiary,no,1047.0,no,no,cellular,8.0,aug,512.0,4.0,-1.0,0.0,unknown,yes
44.0,technician,single,secondary,no,7138.0,no,no,cellular,8.0,aug,809.0,2.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,165.0,no,yes,cellular,8.0,aug,523.0,2.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,37.0,no,no,cellular,8.0,aug,669.0,2.0,-1.0,0.0,unknown,yes
32.0,technician,single,secondary,no,40.0,no,no,cellular,8.0,aug,419.0,2.0,-1.0,0.0,unknown,yes
49.0,services,married,secondary,no,823.0,no,no,cellular,8.0,aug,780.0,4.0,-1.0,0.0,unknown,yes
52.0,services,married,primary,no,1625.0,no,no,cellular,8.0,aug,459.0,2.0,-1.0,0.0,unknown,yes
31.0,technician,married,tertiary,no,120.0,no,no,cellular,8.0,aug,1000.0,1.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,2957.0,yes,yes,cellular,8.0,aug,733.0,3.0,-1.0,0.0,unknown,yes
32.0,technician,single,secondary,no,483.0,no,no,cellular,8.0,aug,580.0,3.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,2.0,no,no,cellular,8.0,aug,848.0,1.0,-1.0,0.0,unknown,yes
36.0,technician,divorced,secondary,no,1.0,no,no,cellular,8.0,aug,1242.0,3.0,-1.0,0.0,unknown,yes
39.0,management,married,tertiary,no,1795.0,no,no,cellular,,aug,922.0,7.0,-1.0,0.0,unknown,yes
46.0,management,married,tertiary,no,4.0,no,no,cellular,8.0,aug,1206.0,4.0,-1.0,0.0,unknown,yes
28.0,management,single,tertiary,no,6791.0,no,no,telephone,9.0,aug,361.0,1.0,46.0,35.0,failure,no
71.0,retired,married,secondary,no,2064.0,no,no,cellular,9.0,aug,370.0,2.0,291.0,1.0,failure,no
55.0,services,married,tertiary,no,2877.0,no,no,cellular,9.0,aug,305.0,1.0,91.0,2.0,other,no
79.0,retired,divorced,secondary,no,631.0,no,no,telephone,9.0,aug,440.0,5.0,182.0,3.0,failure,no
60.0,housemaid,married,primary,no,182.0,no,no,cellular,9.0,aug,182.0,2.0,95.0,11.0,failure,no
52.0,technician,married,tertiary,no,0.0,no,no,cellular,9.0,aug,145.0,3.0,94.0,4.0,success,no
57.0,admin.,married,unknown,no,2038.0,no,no,cellular,9.0,aug,628.0,1.0,182.0,2.0,failure,yes
60.0,technician,married,secondary,no,824.0,yes,no,cellular,9.0,aug,265.0,1.0,181.0,8.0,success,yes
46.0,blue-collar,married,secondary,no,4855.0,yes,no,cellular,10.0,aug,1529.0,1.0,397.0,1.0,failure,no
71.0,retired,married,primary,no,10394.0,no,no,telephone,10.0,aug,411.0,1.0,-1.0,0.0,unknown,no
60.0,self-employed,married,tertiary,no,10861.0,no,no,cellular,10.0,aug,419.0,2.0,-1.0,0.0,unknown,no
77.0,retired,married,primary,no,2223.0,no,no,telephone,10.0,aug,365.0,2.0,187.0,1.0,success,no
33.0,management,single,tertiary,no,5437.0,no,no,cellular,10.0,aug,131.0,1.0,98.0,2.0,success,no
28.0,blue-collar,single,tertiary,no,1984.0,yes,no,cellular,10.0,aug,89.0,1.0,98.0,3.0,failure,no
59.0,retired,married,tertiary,no,1425.0,no,no,cellular,10.0,aug,489.0,2.0,102.0,1.0,success,no
30.0,management,married,tertiary,no,805.0,no,no,cellular,10.0,aug,134.0,3.0,194.0,1.0,failure,no
63.0,management,married,tertiary,no,5112.0,no,no,telephone,10.0,aug,255.0,3.0,-1.0,0.0,unknown,no
55.0,admin.,divorced,secondary,no,1693.0,no,no,cellular,10.0,aug,247.0,1.0,102.0,3.0,success,no
26.0,student,single,secondary,no,1608.0,no,no,cellular,10.0,aug,89.0,2.0,102.0,2.0,success,no
48.0,blue-collar,married,secondary,no,1730.0,yes,no,cellular,10.0,aug,158.0,1.0,102.0,1.0,success,no
38.0,admin.,married,secondary,no,47.0,yes,no,cellular,10.0,aug,120.0,1.0,98.0,5.0,success,no
40.0,technician,married,secondary,no,694.0,yes,no,cellular,10.0,aug,107.0,4.0,68.0,11.0,success,no
62.0,retired,married,primary,no,3738.0,no,no,telephone,10.0,aug,151.0,3.0,185.0,1.0,failure,no
39.0,blue-collar,single,tertiary,no,172.0,yes,no,cellular,10.0,aug,248.0,1.0,131.0,1.0,success,no
50.0,management,married,tertiary,no,0.0,no,no,cellular,10.0,aug,232.0,3.0,130.0,3.0,other,no
33.0,technician,married,secondary,no,218.0,yes,yes,cellular,10.0,aug,162.0,1.0,161.0,4.0,failure,no
52.0,housemaid,married,primary,no,618.0,yes,yes,cellular,10.0,aug,352.0,2.0,102.0,2.0,failure,no
26.0,student,single,tertiary,no,2.0,no,no,cellular,10.0,aug,121.0,1.0,102.0,2.0,failure,no
33.0,admin.,married,secondary,no,95.0,yes,no,cellular,10.0,aug,155.0,1.0,102.0,1.0,success,no
34.0,management,married,tertiary,no,573.0,no,no,cellular,10.0,aug,122.0,1.0,-1.0,0.0,unknown,no
47.0,housemaid,married,primary,no,0.0,no,no,cellular,10.0,aug,1225.0,2.0,-1.0,0.0,unknown,no
32.0,technician,divorced,secondary,no,0.0,yes,no,cellular,10.0,aug,540.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,tertiary,no,98.0,no,no,cellular,10.0,aug,170.0,2.0,-1.0,0.0,unknown,no
18.0,student,single,unknown,no,108.0,no,no,cellular,10.0,aug,167.0,1.0,-1.0,0.0,unknown,yes
54.0,technician,married,secondary,no,10185.0,no,no,cellular,10.0,aug,559.0,1.0,70.0,2.0,other,yes
42.0,technician,single,unknown,no,11115.0,no,no,cellular,10.0,aug,187.0,1.0,102.0,1.0,success,yes
32.0,management,single,tertiary,no,935.0,no,no,cellular,10.0,aug,161.0,2.0,375.0,5.0,failure,yes
59.0,retired,divorced,tertiary,no,3444.0,no,no,cellular,10.0,aug,252.0,1.0,185.0,2.0,success,yes
32.0,self-employed,single,tertiary,no,1815.0,no,no,telephone,10.0,aug,235.0,1.0,102.0,2.0,failure,yes
61.0,self-employed,divorced,tertiary,no,52587.0,no,no,cellular,10.0,aug,290.0,1.0,-1.0,0.0,unknown,yes
31.0,management,married,tertiary,no,10884.0,no,no,cellular,10.0,aug,294.0,3.0,98.0,2.0,success,yes
30.0,management,single,tertiary,no,697.0,no,no,cellular,10.0,aug,179.0,3.0,102.0,2.0,success,yes
23.0,student,single,tertiary,no,0.0,no,no,cellular,10.0,aug,213.0,1.0,-1.0,0.0,unknown,yes
31.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,10.0,aug,97.0,1.0,782.0,1.0,other,yes
25.0,student,single,secondary,no,348.0,no,no,cellular,10.0,aug,245.0,1.0,-1.0,0.0,unknown,yes
19.0,student,single,unknown,no,108.0,no,no,cellular,10.0,aug,168.0,1.0,182.0,2.0,success,yes
40.0,blue-collar,married,secondary,no,1515.0,yes,no,cellular,10.0,aug,503.0,1.0,-1.0,0.0,unknown,yes
44.0,entrepreneur,married,tertiary,no,121.0,no,no,cellular,10.0,aug,412.0,1.0,-1.0,0.0,unknown,yes
33.0,management,married,tertiary,no,1514.0,no,no,cellular,10.0,aug,447.0,1.0,728.0,2.0,failure,yes
53.0,unemployed,married,secondary,no,94.0,no,no,cellular,10.0,aug,493.0,1.0,181.0,14.0,success,yes
32.0,technician,married,secondary,no,473.0,no,yes,cellular,10.0,aug,1064.0,1.0,95.0,3.0,success,yes
30.0,technician,single,tertiary,no,2325.0,no,no,cellular,,aug,263.0,1.0,127.0,7.0,failure,yes
36.0,student,single,unknown,no,417.0,no,no,cellular,10.0,aug,304.0,1.0,181.0,1.0,success,yes
56.0,technician,divorced,secondary,no,3450.0,no,no,cellular,10.0,aug,507.0,1.0,181.0,2.0,success,yes
38.0,entrepreneur,single,secondary,no,2543.0,no,no,cellular,10.0,aug,223.0,1.0,414.0,4.0,failure,yes
22.0,self-employed,single,secondary,no,2138.0,no,yes,cellular,10.0,aug,164.0,1.0,109.0,2.0,other,yes
34.0,technician,single,secondary,no,2085.0,no,no,cellular,10.0,aug,356.0,3.0,182.0,2.0,success,yes
29.0,admin.,single,secondary,no,464.0,no,no,cellular,10.0,aug,317.0,2.0,518.0,1.0,failure,yes
61.0,retired,married,secondary,no,1853.0,no,no,telephone,10.0,aug,520.0,1.0,181.0,2.0,success,yes
35.0,management,single,tertiary,yes,-1980.0,yes,yes,cellular,11.0,aug,227.0,1.0,-1.0,0.0,unknown,no
38.0,services,single,secondary,no,9609.0,yes,no,cellular,11.0,aug,1687.0,9.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,secondary,no,14093.0,no,no,cellular,11.0,aug,231.0,5.0,-1.0,0.0,unknown,no
49.0,self-employed,married,tertiary,no,23917.0,no,no,cellular,11.0,aug,51.0,4.0,-1.0,0.0,unknown,no
56.0,unknown,married,unknown,no,15088.0,no,no,cellular,11.0,aug,179.0,4.0,-1.0,0.0,unknown,no
60.0,technician,married,tertiary,no,6573.0,yes,no,cellular,11.0,,75.0,1.0,274.0,1.0,failure,no
51.0,technician,single,secondary,no,8538.0,yes,no,cellular,11.0,aug,126.0,2.0,-1.0,0.0,unknown,no
52.0,admin.,married,secondary,no,7742.0,no,no,cellular,11.0,aug,149.0,3.0,-1.0,0.0,unknown,no
28.0,student,single,secondary,no,5916.0,no,no,cellular,11.0,aug,344.0,1.0,81.0,6.0,failure,no
83.0,retired,married,tertiary,no,6236.0,no,no,cellular,11.0,aug,155.0,1.0,190.0,2.0,failure,no
30.0,technician,married,tertiary,no,8351.0,no,no,cellular,11.0,aug,345.0,3.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,11797.0,yes,no,cellular,11.0,aug,95.0,2.0,-1.0,0.0,unknown,no
31.0,management,married,,no,199.0,yes,yes,cellular,11.0,aug,127.0,2.0,461.0,4.0,success,no
45.0,management,married,tertiary,no,3857.0,yes,no,cellular,11.0,aug,425.0,2.0,190.0,1.0,failure,no
31.0,management,married,tertiary,no,4945.0,no,no,cellular,11.0,aug,445.0,1.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,7567.0,no,no,cellular,11.0,aug,70.0,2.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,433.0,no,no,cellular,11.0,aug,1504.0,2.0,-1.0,0.0,unknown,no
55.0,technician,married,secondary,no,10185.0,no,no,cellular,11.0,aug,248.0,1.0,180.0,4.0,success,no
47.0,blue-collar,married,primary,no,4520.0,no,no,cellular,11.0,aug,356.0,2.0,-1.0,0.0,unknown,no
55.0,retired,married,tertiary,no,357.0,yes,no,cellular,11.0,aug,526.0,1.0,103.0,1.0,failure,no
34.0,management,divorced,tertiary,no,4231.0,yes,no,cellular,11.0,aug,382.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,312.0,no,no,cellular,11.0,aug,271.0,1.0,369.0,3.0,failure,no
35.0,technician,single,secondary,no,920.0,yes,no,cellular,11.0,aug,159.0,2.0,286.0,6.0,failure,no
46.0,services,married,secondary,no,2703.0,no,no,cellular,11.0,aug,211.0,6.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,3886.0,no,no,cellular,11.0,aug,297.0,2.0,-1.0,0.0,unknown,no
30.0,student,single,tertiary,no,7513.0,no,no,cellular,11.0,aug,269.0,2.0,-1.0,0.0,unknown,no
57.0,retired,married,secondary,no,4365.0,no,no,cellular,11.0,aug,491.0,1.0,-1.0,0.0,unknown,no
24.0,self-employed,single,tertiary,no,2376.0,no,no,cellular,11.0,aug,123.0,1.0,106.0,1.0,success,no
46.0,technician,married,secondary,no,6086.0,no,no,cellular,11.0,aug,210.0,2.0,-1.0,0.0,unknown,no
46.0,self-employed,married,tertiary,no,2421.0,no,no,cellular,11.0,aug,170.0,4.0,-1.0,0.0,unknown,no
57.0,management,married,secondary,no,2155.0,no,yes,cellular,11.0,aug,82.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,tertiary,no,60.0,yes,yes,cellular,11.0,aug,248.0,2.0,462.0,1.0,failure,no
37.0,management,married,tertiary,no,2672.0,yes,no,cellular,11.0,aug,549.0,1.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,-61.0,no,no,cellular,11.0,aug,1015.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,4676.0,no,no,cellular,,aug,248.0,3.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,2123.0,no,no,cellular,11.0,aug,217.0,2.0,-1.0,0.0,unknown,no
55.0,services,married,secondary,no,2120.0,no,no,cellular,11.0,aug,236.0,3.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,3096.0,yes,no,cellular,11.0,aug,272.0,4.0,-1.0,0.0,unknown,no
39.0,technician,married,secondary,no,3663.0,no,no,cellular,11.0,aug,230.0,3.0,-1.0,0.0,unknown,no
43.0,services,married,tertiary,no,2764.0,no,no,cellular,,aug,270.0,2.0,-1.0,0.0,unknown,no
68.0,unknown,married,unknown,no,4092.0,no,no,telephone,11.0,aug,329.0,1.0,-1.0,0.0,unknown,no
60.0,management,single,tertiary,no,2190.0,no,no,cellular,11.0,aug,601.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,4782.0,yes,no,cellular,11.0,aug,217.0,1.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,2960.0,no,no,cellular,11.0,aug,370.0,4.0,-1.0,0.0,unknown,no
59.0,retired,married,tertiary,no,1296.0,no,no,cellular,11.0,aug,862.0,11.0,-1.0,0.0,unknown,no
30.0,technician,single,tertiary,no,2784.0,no,no,cellular,11.0,aug,161.0,1.0,-1.0,0.0,unknown,no
33.0,admin.,divorced,secondary,no,661.0,yes,no,cellular,11.0,aug,108.0,1.0,99.0,7.0,failure,no
31.0,blue-collar,married,secondary,no,-204.0,yes,yes,cellular,11.0,aug,429.0,7.0,-1.0,0.0,unknown,no
40.0,admin.,married,tertiary,no,1108.0,no,no,cellular,11.0,aug,170.0,2.0,112.0,1.0,success,no
36.0,management,single,tertiary,no,4123.0,no,no,cellular,11.0,,146.0,2.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,1434.0,no,no,cellular,11.0,,1144.0,3.0,-1.0,0.0,unknown,no
45.0,admin.,married,secondary,no,1435.0,yes,no,cellular,11.0,aug,201.0,1.0,103.0,1.0,failure,no
50.0,management,married,tertiary,no,1859.0,no,no,cellular,11.0,aug,85.0,5.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,5287.0,yes,yes,cellular,11.0,aug,209.0,2.0,-1.0,0.0,unknown,no
73.0,management,married,secondary,no,683.0,no,no,telephone,11.0,aug,181.0,1.0,-1.0,0.0,unknown,no
40.0,housemaid,married,secondary,no,116.0,no,no,cellular,11.0,aug,1099.0,4.0,-1.0,0.0,unknown,no
55.0,technician,married,secondary,no,756.0,no,no,cellular,11.0,aug,210.0,3.0,-1.0,0.0,unknown,no
55.0,technician,divorced,secondary,no,3450.0,no,no,cellular,11.0,aug,110.0,1.0,-1.0,0.0,unknown,no
42.0,technician,married,unknown,no,1559.0,no,no,cellular,11.0,aug,155.0,1.0,103.0,1.0,success,no
59.0,blue-collar,married,primary,no,754.0,no,no,cellular,11.0,aug,225.0,4.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,1191.0,no,no,cellular,11.0,,381.0,4.0,-1.0,0.0,unknown,no
55.0,unknown,married,secondary,no,1785.0,no,no,cellular,11.0,aug,339.0,3.0,-1.0,0.0,unknown,no
40.0,management,divorced,tertiary,no,3426.0,no,no,cellular,11.0,aug,94.0,3.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,889.0,no,no,cellular,11.0,aug,121.0,2.0,-1.0,0.0,unknown,no
63.0,retired,married,unknown,no,538.0,no,no,cellular,11.0,aug,373.0,2.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,863.0,no,no,cellular,11.0,aug,481.0,2.0,-1.0,0.0,unknown,no
53.0,self-employed,married,primary,no,2639.0,no,no,cellular,,aug,304.0,4.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,1086.0,no,no,cellular,11.0,aug,379.0,3.0,-1.0,0.0,unknown,no
29.0,admin.,married,tertiary,no,238.0,no,no,cellular,11.0,aug,97.0,1.0,78.0,3.0,success,no
